site,departure,country,destinations
ving,Stockholm,Spanien,"Alla resmål,Barcelona,Bilbao,Albir,Alicante,Benidorm,Valencia,Alla resmål,Calella,Lloret de Mar,Santa Susanna,Alla resmål,Benalmadena,Fuengirola,Malaga,Marbella,Nerja,Torremolinos,Alla resmål,Salou,Sitges,Alla resmål,Corralejo,Costa Calma,El Cotillo,Jandía,Alla resmål,Arguineguín,Costa Meloneras,Las Palmas,Maspalomas,Playa de Amadores,Playa de Taurito,Playa del Cura,Playa del Inglés,Puerto de Mogán,Puerto Rico,San Agustin,Alla resmål,Ibiza stad,Playa d´en Bossa,San Antonio,Santa Eulalia,La Gomera,Madrid,Alla resmål,Alcudia,Cala Bona,Cala d'Or,Cala Mayor,Cala Mesquida,Cala Millor,Cala Ratjada,Cala San Vicente,Can Picafort,Illetas,Palma Nova/Magaluf,Palma stad,Playa de Palma,Port de Andratx,Puerto de Sóller,Puerto Pollensa,Sa Coma,Santa Ponsa,Valldemossa,Alla resmål,Cala Galdana,Cala'n Bosch,Ciutadella,Santo Tomas,Son Bou,Spanish Grand Prix,Alla resmål,Los Cristianos,Los Gigantes,Playa de las Américas,Playa Paraiso,Puerto de la Cruz,San Miguel de Abona,Santa Cruz"
ving,Stockholm,Sri Lanka,"Alla resmål,Bentota,Beruwela,Galle,Hikkaduwa,Marawila,Negombo"
ving,Stockholm,St Martin/St Maarten,"Alla resmål,Grand Case,Maho Beach,Orient Bay,Oyster Pond/Dawn Beach,Philipsburg"
ving,Stockholm,Storbritannien,"British Grand Prix,Edinburgh,Glasgow,London"
ving,Stockholm,Sverige,"Jukkasjärvi,"
ving,Stockholm,Sydafrika,"Kapstaden,"
ving,Stockholm,Tanzania,"Zanzibar,"
ving,Stockholm,Thailand,"Alla resmål,Bangkok,Cha-Am,Hua Hin,Koh Chang,Koh Phangan,Koh Samet,Koh Samui,Koh Tao,Rayong Beach,Alla resmål,Ao Nang,Klong Muang,Koh Lanta,Koh Mook,Koh Ngai,Phi Phi Island,Railay Beach,Chiang Mai,Chiang Rai,Alla resmål,Bangtao Beach,Cape Panwa Beach,Kamala Beach,Karon Beach,Kata Beach,Khao Lak,Koh Yao Noi,Nai Yang Beach,Patong Beach,Surin Beach"
ving,Stockholm,Tjeckien,"Prag,"
ving,Stockholm,Turkiet,"Alla resmål,Alla resmål,Alanya,Antalya,Belek,Side,Istanbul"
ving,Stockholm,Tyskland,"Berlin,Hamburg,München"
ving,Stockholm,Ungern,"Budapest,Hungarian Grand Prix"
ving,Stockholm,USA,"Clearwater Beach,Fort Lauderdale,Fort Myers Beach,Key West,Miami Beach,Orlando,Honolulu,Maui,Las Vegas,Los Angeles,San Diego,San Francisco,Boston,Chicago,New Orleans,New York,Washington D.C"
ving,Stockholm,Vietnam,"Hanoi,Nha Trang,Phan Thiet,Phu Quoc,Saigon"
ving,Stockholm,Österrike,"Austrian Grand Prix,Wien"
ving,Göteborg,Alla resmål,"Alla resmål,"
ving,Göteborg,Antigua,"Antigua,"
ving,Göteborg,Aruba,"Aruba,"
ving,Göteborg,Barbados,"Barbados,"
ving,Göteborg,Belgien,"Belgian Grand Prix,Bryssel"
ving,Göteborg,Brasilien,"Buzios,Rio de Janeiro"
ving,Göteborg,Curaçao,"Curaçao,"
ving,Göteborg,Cypern,"Alla resmål,Alla resmål,Ayia Napa,Larnaca,Limassol,Protaras/Fig Tree Bay"
ving,Göteborg,Danmark,"Köpenhamn,"
ving,Göteborg,Dominikanska republiken,"Alla resmål,Cabarete,Playa Dorada,Alla resmål,Bayahibe,Punta Cana"
ving,Göteborg,Egypten,"Alla resmål,Alla resmål,Hurghada,Makadi Bay"
ving,Göteborg,Estland,"Tallinn,"
ving,Göteborg,Finland,"Helsingfors,"
ving,Göteborg,Frankrike,"Alla resmål,Antibes/Juan les Pins,Cannes,Monaco Grand Prix,Nice,Alla resmål,Bastia,Calvi,L'Île-Rousse,Disneyland® Paris,Paris"
ving,Göteborg,Förenade Arabemiraten,"Abu Dhabi,Abu Dhabi Grand Prix,Ajman,Alla resmål,Bur Dubai,Deira,Downtown Dubai,Dubai Parks and Resorts,Jebel Ali,Jumeirah Beach,La Mer Beach,Fujairah,Ras Al Khaimah"
ving,Göteborg,Gambia,"Gambia,"
ving,Göteborg,Grekland,"Alla resmål,Aten,Halkidiki,Alla resmål,Agios Nikolaos,Chaniakusten,Agia Marina,Chaniakusten,Chania stad,Chaniakusten,Gerani,Chaniakusten,Kato Daratso & Agii Apostoli,Chaniakusten,Kato Stalos & Kalamaki,Chaniakusten,Kolimbari,Chaniakusten,Maleme,Chaniakusten,Platanias,Elounda,Georgioupolis,Hersonissos,Stalis & Malia,Ierapetra,Makrigialos,Rethymnon,Alla resmål,Nidri,Alla resmål,Ammoudia,Paleros,Parga,Sivota,Alla resmål,Faliraki,Kallithea,Kiotari,Kolymbia,Lardos,Lindos,Rhodos stad,Rhodos västkust,Symi,Thessaloniki,Alla resmål,Livadia"
ving,Göteborg,Indien,"Alla resmål,Södra Goa"
ving,Göteborg,Indonesien,"Alla resmål,Candidasa,Kuta Beach,Lovina Beach,Nusa Dua,Sanur,Seminyak,Ubud"
ving,Göteborg,Irland,"Dublin,"
ving,Göteborg,Island,"Reykjavik,"
ving,Göteborg,Italien,"Alla resmål,Capri,Positano,Sorrento,Bologna,Italian Grand Prix,Milano,Neapel,Rom,Alla resmål,Costa Smeralda,Cefalu,Giardini - Naxos,Taormina,Florens,Forte dei Marmi,Pisa,Viareggio,Venedig,Verona"
ving,Göteborg,Jamaica,"Alla resmål,Lucea,Montego Bay,Negril"
ving,Göteborg,Japan,"Tokyo,"
ving,Göteborg,Kap Verde,"Kap Verde,"
ving,Göteborg,Kina,"Hong Kong,"
ving,Göteborg,Kroatien,"Alla resmål,Alla resmål,Supetar,Alla resmål,Cavtat,Dubrovnik,Alla resmål,Hvar stad,Alla resmål,Opatija,Porec,Rovinj,Vrsar,Alla resmål,Baska Voda,Brela,Gradac,Makarska,Tucepi,Alla resmål,Split,Trogir"
ving,Göteborg,Kuba,"Havanna,Varadero"
ving,Göteborg,Lettland,"Riga,"
ving,Göteborg,Litauen,"Vilnius,"
ving,Göteborg,Malaysia,"Langkawi,Kuala Lumpur,Penang"
ving,Göteborg,Maldiverna,"Maldiverna,"
ving,Göteborg,Malta,"Alla resmål,Gozo,Mellieha,St Julian’s & Sliema,St Paul's Bay"
ving,Göteborg,Marocko,"Agadir,Marrakech,Taghazout"
ving,Göteborg,Mauritius,"Mauritius,"
ving,Göteborg,Nederländerna,"Amsterdam,Dutch Grand Prix"
ving,Göteborg,Polen,"Krakow,Warszawa,Wroclaw"
ving,Göteborg,Portugal,"Alla resmål,Alla resmål,Albufeira,Armacao De Pera,Praia da Rocha,Tavira,Vilamoura,Alla resmål,Costa da Caparica,Estoril/Cascais,Lissabon,Sesimbra,Alla resmål,Canico,Funchal,Ponta do Sol,Ribeira Brava,Santo da Serra,Porto"
ving,Göteborg,Puerto Rico,"Puerto Rico,"
ving,Göteborg,Qatar,"Doha,Qatar Grand Prix"
ving,Göteborg,Seychellerna,"Alla resmål,Denis Island,La Digue,Mahé,Praslin,Silhouette Island"
ving,Göteborg,Singapore,"Singapore,"
ving,Göteborg,Spanien,"Alla resmål,Barcelona,Albir,Alicante,Benidorm,Valencia,Alla resmål,Calella,Lloret de Mar,Santa Susanna,Alla resmål,Benalmadena,Fuengirola,Malaga,Marbella,Nerja,Torremolinos,Alla resmål,Salou,Sitges,Alla resmål,Arguineguín,Costa Meloneras,Las Palmas,Maspalomas,Playa de Amadores,Playa de Taurito,Playa del Cura,Playa del Inglés,Puerto de Mogán,Puerto Rico,San Agustin,Alla resmål,Ibiza stad,Playa d´en Bossa,San Antonio,Santa Eulalia,La Gomera,Madrid,Alla resmål,Alcudia,Cala Bona,Cala d'Or,Cala Mayor,Cala Mesquida,Cala Millor,Cala Ratjada,Cala San Vicente,Can Picafort,Illetas,Palma Nova/Magaluf,Palma stad,Playa de Palma,Port de Andratx,Puerto de Sóller,Puerto Pollensa,Sa Coma,Santa Ponsa,Valldemossa,Alla resmål,Cala Galdana,Cala'n Bosch,Ciutadella,Santo Tomas,Son Bou,Spanish Grand Prix,Alla resmål,Los Cristianos,Los Gigantes,Playa de las Américas,Playa Paraiso,Puerto de la Cruz,San Miguel de Abona,Santa Cruz"
ving,Göteborg,Sri Lanka,"Alla resmål,Bentota,Beruwela,Galle,Hikkaduwa,Marawila,Negombo"
ving,Göteborg,St Martin/St Maarten,"Alla resmål,Orient Bay"
ving,Göteborg,Storbritannien,"British Grand Prix,Edinburgh,Glasgow,London"
ving,Göteborg,Sverige,"Jukkasjärvi,"
ving,Göteborg,Sydafrika,"Kapstaden,"
ving,Göteborg,Tanzania,"Zanzibar,"
ving,Göteborg,Thailand,"Alla resmål,Bangkok,Cha-Am,Hua Hin,Koh Samet,Koh Samui,Rayong Beach,Alla resmål,Ao Nang,Klong Muang,Koh Lanta,Koh Mook,Koh Ngai,Phi Phi Island,Railay Beach,Alla resmål,Bangtao Beach,Cape Panwa Beach,Kamala Beach,Karon Beach,Kata Beach,Khao Lak,Koh Yao Noi,Nai Yang Beach,Patong Beach,Surin Beach"
ving,Göteborg,Tjeckien,"Prag,"
ving,Göteborg,Turkiet,"Alla resmål,Alla resmål,Alanya,Antalya,Belek,Side,Istanbul"
ving,Göteborg,Tyskland,"Berlin,Hamburg,München"
ving,Göteborg,Ungern,"Budapest,Hungarian Grand Prix"
ving,Göteborg,USA,"Clearwater Beach,Fort Lauderdale,Fort Myers Beach,Key West,Miami Beach,Orlando,Honolulu,Maui,Las Vegas,Los Angeles,San Diego,San Francisco,Boston,Chicago,New Orleans,New York,Washington D.C"
ving,Göteborg,Vietnam,"Phan Thiet,Saigon"
ving,Göteborg,Österrike,"Austrian Grand Prix,Wien"
ving,Malmö,Cypern,"Alla resmål,Alla resmål,Ayia Napa,Protaras/Fig Tree Bay"
ving,Malmö,Grekland,"Alla resmål,Alla resmål,Agios Nikolaos,Chaniakusten,Agia Marina,Chaniakusten,Chania stad,Chaniakusten,Gerani,Chaniakusten,Kato Daratso & Agii Apostoli,Chaniakusten,Kato Stalos & Kalamaki,Chaniakusten,Kolimbari,Chaniakusten,Maleme,Chaniakusten,Platanias,Elounda,Georgioupolis,Hersonissos,Stalis & Malia,Ierapetra,Makrigialos,Rethymnon,Alla resmål,Faliraki,Kallithea,Kiotari,Kolymbia,Lardos,Lindos,Rhodos stad,Rhodos västkust"
ving,Malmö,Spanien,"Alla resmål,Alla resmål,Arguineguín,Costa Meloneras,Las Palmas,Maspalomas,Playa de Amadores,Playa de Taurito,Playa del Cura,Playa del Inglés,Puerto de Mogán,Puerto Rico,San Agustin,La Gomera,Alla resmål,Alcudia,Cala Bona,Cala d'Or,Cala Mesquida,Cala Millor,Can Picafort,Illetas,Palma Nova/Magaluf,Palma stad,Playa de Palma,Port de Andratx,Puerto de Sóller,Puerto Pollensa,Sa Coma,Santa Ponsa,Alla resmål,Los Cristianos,Playa de las Américas,Playa Paraiso,Puerto de la Cruz,San Miguel de Abona,Santa Cruz"
ving,Malmö,Turkiet,"Alla resmål,Alla resmål,Alanya,Antalya,Belek,Side"
ving,Köpenhamn,Alla resmål,"Alla resmål,"
ving,Köpenhamn,Antigua,"Antigua,"
ving,Köpenhamn,Aruba,"Aruba,"
ving,Köpenhamn,Barbados,"Barbados,"
ving,Köpenhamn,Belgien,"Belgian Grand Prix,Bryssel"
ving,Köpenhamn,Brasilien,"Buzios,Rio de Janeiro"
ving,Köpenhamn,Bulgarien,"Alla resmål,Alla resmål,Nessebar,Sunny Beach,Alla resmål,Albena,Balchik,Golden Sands"
ving,Köpenhamn,Curaçao,"Curaçao,"
ving,Köpenhamn,Cypern,"Alla resmål,Alla resmål,Ayia Napa,Larnaca,Limassol,Protaras/Fig Tree Bay"
ving,Köpenhamn,Dominikanska republiken,"Alla resmål,Cabarete,Playa Dorada,Alla resmål,Bayahibe,Punta Cana"
ving,Köpenhamn,Egypten,"Alla resmål,Alla resmål,El Gouna,Hurghada,Makadi Bay"
ving,Köpenhamn,Estland,"Tallinn,"
ving,Köpenhamn,Finland,"Helsingfors,"
ving,Köpenhamn,Frankrike,"Alla resmål,Antibes/Juan les Pins,Cannes,Monaco Grand Prix,Nice,Alla resmål,Bastia,Calvi,L'Île-Rousse,Disneyland® Paris,Paris"
ving,Köpenhamn,Förenade Arabemiraten,"Abu Dhabi,Abu Dhabi Grand Prix,Ajman,Alla resmål,Bur Dubai,Deira,Downtown Dubai,Dubai Parks and Resorts,Jebel Ali,Jumeirah Beach,La Mer Beach,Fujairah,Ras Al Khaimah"
ving,Köpenhamn,Gambia,"Gambia,"
ving,Köpenhamn,Grekland,"Alla resmål,Alonissos,Aten,Halkidiki,Alla resmål,Kantouni,Mirties & Massouri,Pothia,Alla resmål,Acharavi,Agios Gordios,Dassia,Gouvia,Korfu stad,Moraitika,Alla resmål,Kardamena,Kos stad,Marmari & Tigaki,Alla resmål,Agios Nikolaos,Chaniakusten,Agia Marina,Chaniakusten,Chania stad,Chaniakusten,Gerani,Chaniakusten,Kato Daratso & Agii Apostoli,Chaniakusten,Kato Stalos & Kalamaki,Chaniakusten,Kolimbari,Chaniakusten,Maleme,Chaniakusten,Platanias,Elounda,Georgioupolis,Hersonissos,Stalis & Malia,Ierapetra,Makrigialos,Rethymnon,Sitia,Alla resmål,Nidri,Alla resmål,Anaxos,Eftalou,Molivos,Petra,Plomari,Skala Eressos,Skala Kallonis,Alla resmål,Ammoudia,Paleros,Parga,Sivota,Alla resmål,Faliraki,Kallithea,Kiotari,Kolymbia,Lardos,Lindos,Rhodos stad,Rhodos västkust,Alla resmål,Imerovigli,Kamari,Oia,Thira,Alla resmål,Megali Ammos,Skiathos stad,Västra Skiathos,Skopelos,Symi,Telendos,Alla resmål,Golden Beach,Limenaria,Potos,Skala Prinos,Skala Rachoni,Thassos stad,Thessaloniki,Alla resmål,Livadia"
ving,Köpenhamn,Indien,"Alla resmål,Södra Goa"
ving,Köpenhamn,Indonesien,"Alla resmål,Candidasa,Kuta Beach,Lovina Beach,Nusa Dua,Sanur,Seminyak,Ubud"
ving,Köpenhamn,Irland,"Dublin,"
ving,Köpenhamn,Island,"Reykjavik,"
ving,Köpenhamn,Italien,"Alla resmål,Capri,Positano,Sorrento,Bergamo,Bologna,Italian Grand Prix,Milano,Neapel,Rom,Alla resmål,Costa Smeralda,Cefalu,Giardini - Naxos,Taormina,Florens,Forte dei Marmi,Pisa,Viareggio,Venedig,Verona"
ving,Köpenhamn,Jamaica,"Alla resmål,Lucea,Montego Bay,Negril"
ving,Köpenhamn,Japan,"Tokyo,"
ving,Köpenhamn,Kap Verde,"Kap Verde,"
ving,Köpenhamn,Kina,"Hong Kong,"
ving,Köpenhamn,Kroatien,"Alla resmål,Cavtat,Dubrovnik,Alla resmål,Hvar stad,Alla resmål,Opatija,Porec,Rovinj,Vrsar,Alla resmål,Baska Voda,Brela,Makarska,Tucepi,Alla resmål,Split,Trogir"
ving,Köpenhamn,Kuba,"Havanna,Varadero"
ving,Köpenhamn,Lettland,"Riga,"
ving,Köpenhamn,Litauen,"Vilnius,"
ving,Köpenhamn,Malaysia,"Langkawi,Kuala Lumpur,Penang"
ving,Köpenhamn,Maldiverna,"Maldiverna,"
ving,Köpenhamn,Malta,"Alla resmål,Gozo,Mellieha,St Julian’s & Sliema,St Paul's Bay"
ving,Köpenhamn,Marocko,"Agadir,Marrakech,Taghazout"
ving,Köpenhamn,Mauritius,"Mauritius,"
ving,Köpenhamn,Mexiko,"Akumal,Cancún,Playa del Carmen,Tulum"
ving,Köpenhamn,Nederländerna,"Amsterdam,Dutch Grand Prix"
ving,Köpenhamn,Polen,"Krakow,Warszawa,Wroclaw"
ving,Köpenhamn,Portugal,"Alla resmål,Alla resmål,Albufeira,Armacao De Pera,Praia da Rocha,Tavira,Vilamoura,Alla resmål,Costa da Caparica,Estoril/Cascais,Lissabon,Sesimbra,Alla resmål,Canico,Funchal,Ponta do Sol,Ribeira Brava,Santo da Serra,Porto"
ving,Köpenhamn,Puerto Rico,"Puerto Rico,"
ving,Köpenhamn,Qatar,"Doha,Qatar Grand Prix"
ving,Köpenhamn,Seychellerna,"Alla resmål,Denis Island,La Digue,Mahé,Praslin,Silhouette Island"
ving,Köpenhamn,Singapore,"Singapore,"
ving,Köpenhamn,Spanien,"Alla resmål,Barcelona,Albir,Alicante,Benidorm,Valencia,Alla resmål,Calella,Lloret de Mar,Santa Susanna,Alla resmål,Benalmadena,Fuengirola,Malaga,Marbella,Nerja,Torremolinos,Alla resmål,Salou,Sitges,Alla resmål,Corralejo,Costa Calma,El Cotillo,Jandía,Alla resmål,Arguineguín,Costa Meloneras,Las Palmas,Maspalomas,Playa de Amadores,Playa de Taurito,Playa del Cura,Playa del Inglés,Puerto de Mogán,Puerto Rico,San Agustin,Alla resmål,Ibiza stad,Playa d´en Bossa,San Antonio,Santa Eulalia,La Gomera,Madrid,Alla resmål,Alcudia,Cala Bona,Cala d'Or,Cala Mayor,Cala Mesquida,Cala Millor,Cala Ratjada,Cala San Vicente,Can Picafort,Illetas,Palma Nova/Magaluf,Palma stad,Playa de Palma,Port de Andratx,Puerto de Sóller,Puerto Pollensa,Sa Coma,Santa Ponsa,Valldemossa,Alla resmål,Cala Galdana,Cala'n Bosch,Ciutadella,Santo Tomas,Son Bou,Spanish Grand Prix,Alla resmål,Los Cristianos,Los Gigantes,Playa de las Américas,Playa Paraiso,Puerto de la Cruz,San Miguel de Abona,Santa Cruz"
ving,Köpenhamn,Sri Lanka,"Alla resmål,Bentota,Beruwela,Galle,Hikkaduwa,Marawila,Negombo"
ving,Köpenhamn,St Martin/St Maarten,"Alla resmål,Orient Bay"
ving,Köpenhamn,Storbritannien,"British Grand Prix,Edinburgh,Glasgow,London"
ving,Köpenhamn,Sverige,"Jukkasjärvi,"
ving,Köpenhamn,Sydafrika,"Kapstaden,"
ving,Köpenhamn,Tanzania,"Zanzibar,"
ving,Köpenhamn,Thailand,"Alla resmål,Bangkok,Cha-Am,Hua Hin,Koh Chang,Koh Phangan,Koh Samet,Koh Samui,Koh Tao,Rayong Beach,Alla resmål,Ao Nang,Klong Muang,Koh Lanta,Koh Mook,Koh Ngai,Phi Phi Island,Railay Beach,Chiang Mai,Chiang Rai,Alla resmål,Bangtao Beach,Cape Panwa Beach,Kamala Beach,Karon Beach,Kata Beach,Khao Lak,Koh Yao Noi,Nai Yang Beach,Patong Beach,Surin Beach"
ving,Köpenhamn,Tjeckien,"Prag,"
ving,Köpenhamn,Turkiet,"Alla resmål,Alla resmål,Alanya,Antalya,Belek,Side,Istanbul"
ving,Köpenhamn,Tyskland,"Berlin,Hamburg,München"
ving,Köpenhamn,Ungern,"Budapest,Hungarian Grand Prix"
ving,Köpenhamn,USA,"Clearwater Beach,Fort Lauderdale,Fort Myers Beach,Miami Beach,Orlando,Honolulu,Maui,Las Vegas,Los Angeles,San Diego,San Francisco,Boston,Chicago,New Orleans,New York,Washington D.C"
ving,Köpenhamn,Vietnam,"Hanoi,Nha Trang,Phan Thiet,Phu Quoc,Saigon"
ving,Köpenhamn,Österrike,"Austrian Grand Prix,Wien"
ving,Borlänge,Grekland,"Alla resmål,Alla resmål,Faliraki,Kallithea,Kiotari,Kolymbia,Lardos,Lindos,Rhodos stad,Rhodos västkust"
ving,Borlänge,Spanien,"Alla resmål,Alla resmål,Arguineguín,Costa Meloneras,Las Palmas,Maspalomas,Playa de Amadores,Playa de Taurito,Playa del Cura,Playa del Inglés,Puerto de Mogán,Puerto Rico,San Agustin"
ving,Jönköping,Grekland,"Alla resmål,Alla resmål,Faliraki,Kallithea,Kiotari,Kolymbia,Lardos,Lindos,Rhodos stad,Rhodos västkust,Symi,Alla resmål,Livadia"
ving,Jönköping,Spanien,"Alla resmål,Alla resmål,Arguineguín,Costa Meloneras,Las Palmas,Maspalomas,Playa de Amadores,Playa de Taurito,Playa del Cura,Playa del Inglés,Puerto de Mogán,Puerto Rico,San Agustin,Alla resmål,Alcudia,Cala Bona,Cala d'Or,Cala Mesquida,Cala Millor,Can Picafort,Illetas,Palma Nova/Magaluf,Palma stad,Playa de Palma,Port de Andratx,Puerto de Sóller,Puerto Pollensa,Sa Coma,Santa Ponsa"
ving,Kalmar,Grekland,"Alla resmål,Alla resmål,Faliraki,Kallithea,Kiotari,Kolymbia,Lardos,Lindos,Rhodos stad,Rhodos västkust"
ving,Kalmar,Spanien,"Alla resmål,Alla resmål,Arguineguín,Costa Meloneras,Las Palmas,Maspalomas,Playa de Amadores,Playa de Taurito,Playa del Cura,Playa del Inglés,Puerto de Mogán,Puerto Rico,San Agustin,Alla resmål,Alcudia,Cala Bona,Cala d'Or,Cala Mesquida,Cala Millor,Can Picafort,Illetas,Palma Nova/Magaluf,Palma stad,Playa de Palma,Port de Andratx,Puerto de Sóller,Puerto Pollensa,Sa Coma,Santa Ponsa"
ving,Karlstad,Alla resmål,"Alla resmål,"
ving,Karlstad,Grekland,"Alla resmål,Alla resmål,Faliraki,Kallithea,Kiotari,Kolymbia,Lardos,Lindos,Rhodos stad,Rhodos västkust"
ving,Karlstad,Spanien,"Alla resmål,Alla resmål,Arguineguín,Costa Meloneras,Las Palmas,Maspalomas,Playa de Amadores,Playa de Taurito,Playa del Cura,Playa del Inglés,Puerto de Mogán,Puerto Rico,San Agustin,Alla resmål,Alcudia,Cala Bona,Cala d'Or,Cala Mesquida,Cala Millor,Can Picafort,Illetas,Palma Nova/Magaluf,Palma stad,Playa de Palma,Port de Andratx,Puerto de Sóller,Puerto Pollensa,Sa Coma,Santa Ponsa"
ving,Kiruna,Frankrike,"Alla resmål,Antibes/Juan les Pins,Cannes,Monaco Grand Prix,Nice"
ving,Kiruna,Spanien,"Alla resmål,Alcudia,Cala Bona,Cala d'Or,Cala Mayor,Cala Mesquida,Cala Millor,Cala Ratjada,Cala San Vicente,Can Picafort,Illetas,Palma Nova/Magaluf,Palma stad,Playa de Palma,Port de Andratx,Puerto de Sóller,Puerto Pollensa,Sa Coma,Santa Ponsa,Valldemossa"
ving,Linköping,Aruba,"Aruba,"
ving,Linköping,Curaçao,"Curaçao,"
ving,Linköping,Frankrike,"Alla resmål,Antibes/Juan les Pins,Cannes,Monaco Grand Prix,Nice,Disneyland® Paris,Paris"
ving,Linköping,Förenade Arabemiraten,"Abu Dhabi,Abu Dhabi Grand Prix,Ajman,Alla resmål,Bur Dubai,Deira,Downtown Dubai,Dubai Parks and Resorts,Jebel Ali,Jumeirah Beach,La Mer Beach,Fujairah,Ras Al Khaimah"
ving,Linköping,Grekland,"Aten,"
ving,Linköping,Indonesien,"Alla resmål,Candidasa,Kuta Beach,Lovina Beach,Nusa Dua,Sanur,Seminyak,Ubud"
ving,Linköping,Irland,"Dublin,"
ving,Linköping,Italien,"Alla resmål,Capri,Positano,Sorrento,Italian Grand Prix,Milano,Neapel,Rom,Giardini - Naxos,Taormina,Florens,Venedig"
ving,Linköping,Malta,"Alla resmål,Gozo,Mellieha,St Julian’s & Sliema,St Paul's Bay"
ving,Linköping,Mauritius,"Mauritius,"
ving,Linköping,Mexiko,"Akumal,Cancún,Playa del Carmen,Tulum"
ving,Linköping,Nederländerna,"Amsterdam,Dutch Grand Prix"
ving,Linköping,Portugal,"Alla resmål,Costa da Caparica,Estoril/Cascais,Lissabon,Sesimbra"
ving,Linköping,Spanien,"Barcelona,Albir,Alicante,Benidorm,Alla resmål,Calella,Lloret de Mar,Santa Susanna,Alla resmål,Benalmadena,Fuengirola,Malaga,Marbella,Nerja,Torremolinos,Alla resmål,Salou,Sitges,Alla resmål,Alcudia,Cala Bona,Cala d'Or,Cala Mayor,Cala Mesquida,Cala Millor,Cala Ratjada,Cala San Vicente,Can Picafort,Illetas,Palma Nova/Magaluf,Palma stad,Playa de Palma,Port de Andratx,Puerto de Sóller,Puerto Pollensa,Sa Coma,Santa Ponsa,Valldemossa,Spanish Grand Prix"
ving,Linköping,Storbritannien,"British Grand Prix,London"
ving,Linköping,Tanzania,"Zanzibar,"
ving,Linköping,Thailand,"Bangkok,Cha-Am,Hua Hin,Koh Samet,Rayong Beach,Railay Beach"
ving,Linköping,Tjeckien,"Prag,"
ving,Linköping,Tyskland,"Berlin,"
ving,Linköping,Ungern,"Budapest,Hungarian Grand Prix"
ving,Linköping,USA,"Orlando,New York"
ving,Luleå,Belgien,"Belgian Grand Prix,Bryssel"
ving,Luleå,Danmark,"Köpenhamn,"
ving,Luleå,Estland,"Tallinn,"
ving,Luleå,Frankrike,"Alla resmål,Antibes/Juan les Pins,Cannes,Monaco Grand Prix,Nice,Disneyland® Paris,Paris"
ving,Luleå,Förenade Arabemiraten,"Abu Dhabi,Abu Dhabi Grand Prix,Ajman,Alla resmål,Bur Dubai,Deira,Downtown Dubai,Dubai Parks and Resorts,Jebel Ali,Jumeirah Beach,La Mer Beach,Fujairah,Ras Al Khaimah"
ving,Luleå,Grekland,"Alla resmål,Aten,Alla resmål,Faliraki,Kallithea,Kiotari,Kolymbia,Lardos,Lindos,Rhodos stad,Rhodos västkust"
ving,Luleå,Indonesien,"Alla resmål,Candidasa,Kuta Beach,Lovina Beach,Nusa Dua,Sanur,Seminyak,Ubud"
ving,Luleå,Irland,"Dublin,"
ving,Luleå,Island,"Reykjavik,"
ving,Luleå,Italien,"Alla resmål,Capri,Positano,Sorrento,Neapel,Rom,Giardini - Naxos,Taormina,Florens,Venedig"
ving,Luleå,Maldiverna,"Maldiverna,"
ving,Luleå,Malta,"Alla resmål,Gozo,Mellieha,St Julian’s & Sliema,St Paul's Bay"
ving,Luleå,Mauritius,"Mauritius,"
ving,Luleå,Nederländerna,"Amsterdam,Dutch Grand Prix"
ving,Luleå,Portugal,"Alla resmål,Costa da Caparica,Estoril/Cascais,Lissabon,Sesimbra,Alla resmål,Canico,Funchal"
ving,Luleå,Seychellerna,"Alla resmål,Denis Island,La Digue,Mahé,Praslin,Silhouette Island"
ving,Luleå,Spanien,"Alla resmål,Barcelona,Albir,Alicante,Benidorm,Alla resmål,Calella,Lloret de Mar,Santa Susanna,Alla resmål,Benalmadena,Fuengirola,Malaga,Marbella,Nerja,Torremolinos,Alla resmål,Salou,Sitges,Alla resmål,Arguineguín,Costa Meloneras,Las Palmas,Maspalomas,Playa de Amadores,Playa de Taurito,Playa del Cura,Playa del Inglés,Puerto de Mogán,Puerto Rico,San Agustin,Madrid,Alla resmål,Alcudia,Cala Bona,Cala d'Or,Cala Mayor,Cala Mesquida,Cala Millor,Cala Ratjada,Cala San Vicente,Can Picafort,Illetas,Palma Nova/Magaluf,Palma stad,Playa de Palma,Port de Andratx,Puerto de Sóller,Puerto Pollensa,Sa Coma,Santa Ponsa,Valldemossa,Spanish Grand Prix"
ving,Luleå,Storbritannien,"British Grand Prix,London"
ving,Luleå,Tanzania,"Zanzibar,"
ving,Luleå,Thailand,"Bangkok,Cha-Am,Hua Hin,Koh Phangan,Koh Samet,Koh Samui,Koh Tao,Rayong Beach,Ao Nang,Klong Muang,Koh Lanta,Koh Mook,Koh Ngai,Phi Phi Island,Railay Beach,Alla resmål,Bangtao Beach,Cape Panwa Beach,Kamala Beach,Karon Beach,Kata Beach,Khao Lak,Koh Yao Noi,Nai Yang Beach,Patong Beach,Surin Beach"
ving,Luleå,Tyskland,"Berlin,"
ving,Luleå,Ungern,"Budapest,Hungarian Grand Prix"
ving,Luleå,USA,"Orlando,Los Angeles,New York"
ving,Luleå,Vietnam,"Phan Thiet,Saigon"
ving,Luleå,Österrike,"Austrian Grand Prix,Wien"
ving,Norrköping,Cypern,"Alla resmål,Alla resmål,Ayia Napa,Protaras/Fig Tree Bay"
